TYPE,SUBJECT,START_DT,END_DT,OWNER_ID,REG_DT,COMP_DT,STATUS,PLANT,CAR_MAKER,PROJECT,M_CODE,Process,POINT_OUT,ROOT_CAUSE_ANALYSIS,COUNTER_MEASURE,URL
System,2024-Others-01-DP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,20800279,2024-09-03,2024-10-29,Complete,DP,Others,-,-,Incoming,"1층 천연고무 가온실 : 20도 이하시 가온실 작동하게 되어있으나, 10월 9일 기준 야간기온 15도 수준이나 가온실 미운용","해당 가온실은 정련투입전 고무가온의 목적은 아니며, 영하의 온도에서 동결된 천연고무를 철제 파레트에서 쉽게 꺼내기 위해 가온. 현재 작업성을 기준으로  운용중",해당 가온실에 정련에 존재하는 가온실 기준을 적용하는게 적합한지 검토 필요,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D520837E0633C071FCACAD2
System,2024-Others-01-DP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,20800279,2024-09-03,2024-10-29,Complete,DP,Others,-,-,Mixing,수동약품의 경우 개별 약품에 대한 식별관리는  육안으로만 하고 있음,자동화 불가능한 약품의 경우 기존 가이드대로 수동계량 진행,오규 투입방지를 위한 Error proof 검토 필요,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D520837E0633C071FCACAD2
System,2024-Others-01-IP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21100293,2024-09-03,2024-10-05,Complete,IP,Others,-,-,Incoming,"""We have two kind of storage: Manual and Automatic. We are implementing FIFO  based on production date in both storage. But, this rules not yet defined in the internal procedure.",internal procedure not update,update internal procedure FIFO based on production date.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F0D0839E0633C071FCAE9FB
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Incoming,"Check the raw materials (ABP366A) out of the warehouse for the whole batch,  do not scan the barcode, PDI signal is not, only through the WMS system operation,  forklift truckers and custodians confirm direct release, there is a risk of out of the warehouse error.",There's no PDI Signal in the warehouse.,Use PDA for scanning out of the warehouse.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Incoming,"Check the raw material warehousing inspection items, the actual inspection items and control plan are inconsistent Check N66 1260, actual inspection items are four, followed by force, breaking strength, double twist, elongation force. Control plan inspection items lack elongation (elongation force), inconsistent.",The Control Plan is not consistent with actual inspection Item.,"Add ""Elongation"" to Control Plan, consistent with PLM inspection.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the manual drug weighing equipment (L2202), verify that the employee took the wrong drug,  alarm start, but reset difficulty",The reflective plarte is abnormal.,"The reflective plate is abnormal, and the equipment has been repaired.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the state of the weight of the manual weighing drug station,  and find that the bottom of the weight is bonded to the drug,  the accuracy of the symmetrical weight will have an impact,  it is recommended to maintain its surface state.",The chemical at the bottom of weights is not cleared.,The chemical is cleared and clear the chemical once every shift backwards.,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the on-site operation process, discovered that the specifications of the worker's work are CQP56S011,  and the operation diary records CQP56, but the paper operation manual placed on the site is S24, which is inconsistent with the actual situation.",The SPEC is not consistent with actual rubber.,"SPEC is corrected immediately, OP educate to observe the standards.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Confirm the weighing process of C2U73T059（A drug ）,  the minimum index value is 5g, but the tolerance management requirement is ±2%,  the accuracy requirement is 0.1g, not satisfied.",The equipment confirmation accuracy cannot be changed to meet the requirements,"Automatic Chemical scale value is adjusted to 1g. The effect was confirmed. The Chemical AAT502A used by C2003 C4B71 was taken as an example Before the modification, the scale was 5g, and after the modification, the scale was 1g",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the manual drug weighing station and ask the staff how to dispose of the wrong weighing,  but there is no relevant processing procedure documentation, and there is no posting on the site.",No associated process flow program documentation,Processes have been added to the operating standards posted on site,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the on-site rubber storage management,  the rubber area to be inspected is missing visual identification",There's no visual identification,Visual identification is added,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Mixing,"Check the rubber expiration date management,  found that PCR rubber only manages the expiration date, no ripening time management.",There's no ripening time management,"The concept of rubber ripening is proposed in the hope that the mixing temperature will be uniform when the rubber enters the next step of mixing. CP and JP equipment status is different, the production capacity is different, according to the actual situation of the factory will not be modified. If other deployments feel the need to increase, please contact me again for deployment discussion. 1. Technical Department: Mature time management compound review completed. 2. Quality Control Department: - IT Adds the label ripening time. The GMES management program is added. GMES must have time adjustment permission. - Quality management Mature time management according to technical T requirements.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Calendaring,"The EPI comb is in bad condition, has broken teeth, and the spacing is too large.  However, the results of the daily inspection are ticked,  and the items of the inspection are not defined,  and only the EPI is required to comb → tick, repair → fork.",The use of combs is not in good condition,"1. Calendering add point check content and remarks 2. The use of combs is not in good condition, but it does not affect the arrangement and warping. (Expected to be gradually purchased and replaced in 2025)",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Bead,"The bead appearance inspection only confirms the joint status of the triangular rubber,  it is recommended to establish the appearance inspection standard,  including the joint status, whether there are foreign substances, other bad appearance, etc.",Bead visual inspetion only inspect Bead Filler status,"record the joint status, FM inspection, Visual inspection etc in the working diary, staff education",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Bead,"Bead steel wire dew copper standard is maintained, the scene confirmed GW78079 bead steel wire,  dew copper exceeded the standard, but the staff did not identify.",OP did not pick out the copper leakage,"Corresponding staff education, copper leakage has been picked out",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Bead,"BIC bead calibration label valid period,  but the standard bead storage status is poor, most of the deformation",Standard Bead storage condition is not good,"Confirmed by the measuring room, Standard parts with flexibility, BIC measuring instrument opened, normal fit without gap, no impact",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Bead,"On-site inspection, found that the bead isolation paper mixed situation",The Bead isolation pad is mixed,"The corresponding staff has been educated, and the site is normally distinguished",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Cutting,"When check TRC process,  it was found that the inspection date of a vernier caliper had expired  (the inspection is valid until March 17, 24 years).",Caliper inspection date is expired.,Expired calipers have been recycled New caliper replacement,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-CP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80901109,2024-09-03,2024-11-04,Complete,CP,Others,-,-,Curing,"It was found that several GTs were placed on the tire supply frame,  which caused severe deformation and was not conducive to tire OF management.",GT placement condition is not checked,"Personnel standard operation education, day shift daily inspection spot inspection site GT placement",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C6BCE2D4E0837E0633C071FCACAD2
System,2024-Others-01-MP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,21300315,2024-09-03,2024-11-11,Complete,MP,Others,-,-,System,Project Management,Are incoming goods stored appropriately ?,"QC test material is not separated from test materials. The test materials are not defined and not in the signed zone.  Signed zone contains different materials &amp; some of material mixed &amp; storage in not well identificated zone. AAR700A inspection zone contains CQC48X601 &amp; C54. AAR700A assinged new place. Each material , sample must be stored in their own assigned zone with identifaction.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C3E53306300D1E0633C071FCA4F89
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Incoming,"Raw material warehouse has temperature and humidity management requirements, check accelerator warehouse, temperature and humidity monitoring, but the management means are still carried out by manual control. Check the raw material warehouse, there is temperature and humidity monitoring, but there is no control method on the site.",-,"1. Low temperature warehouse, air conditioning is open in summer, display board malfunction is being repaired; 2. The room temperature warehouse has a wide range of temperature and humidity control, and there is no need to add temperature control equipment.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Incoming,"On-site raw material limited-term management is based on supplier production time -Checking the raw materials of steel wire, found that the validity period of Xingda steel wire manufacturers and our validity period is inconsistent - Xingda Steel Wire Validity:2025.06. 03;Hankook Validity:2025.05. 31 It is recommended to refer to other manufacturers to write the validity period of 9 months directly or not to write the validity period.",-,"Invite suppliers, with a unified format for validity period, written as: 9 months",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Incoming,"Check the warehouse management of raw materials, raw materials storage is not stored according to requirements",-,Strictly follow the management of storage locations and place them in temporary storage areas during temporary storage,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Incoming,"There is a Scrap management site, but the site is open management, it is recommended to add a lock to manage.",-,Improving in progress,https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
System,2024-Others-01-HP-Internal Audit-OE Quality Assessment,2024-09-30,2024-09-30,80031455,2024-09-03,2024-10-18,Complete,HP,Others,-,-,Mixing,"A drug automatic weighing table, many drugs are stored, and the color of the drug bag is similar to the packaging, there is a mixed hidden danger. Q drug weighing still relies on manual weighing, there is a mixed hidden danger.",-,"1. Timely update and confirm the outer packaging of the new manufacturer's A drug display package. 2. Check and confirm the outer packaging and barcode during drug dispensing. Use error prevention and error prevention systems. 3. Plan to promote the increase of automatic measurement of Q drugs by 2025. 4. If Q drug automatic metering is not added by 2025, invite the equipment department to add a light sensing device.",https://egqms.hankooktech.com/CUSTOMER_AUDIT_LIST/customerAuditReportPopup.html?callid=filter&cqmsCustomerAuditSeq=212C56982F090839E0633C071FCAE9FB
