DOC_NO,PLANT,PURPOSE,SUBJECT,STATUS,PROGRESS,REQUESTER,REG_DATE,COMP_DATE,URL,CHANGE_ITEM,CHANGE_CONTENT,MTL
MANA-DOC-2025-00166,CP,Prevent nonconformity,tavascan 255/50R19T IK01A SC改善,Under Verification,On-going,81101843,2025-10-31,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00166,Profile,胎侧厚度-0.1~0.5mm变更,1
MANA-DOC-2025-00167,CP,Prevent nonconformity,tavascan 255/45R20T IK01A SC改善,Reject(Request),Complete,81101843,2025-10-31,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00167,Profile,胎面全宽+4mm，厚度变更,1
MANA-DOC-2025-00165,CP,Improve Quality,FAW VW NCS 225-45R18V K127 1027362 GC改善底胶厚度变更,Complete,Complete,81706247,2025-10-30,2025-11-05,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00165,Profile,胎面底胶口型变更,1
MANA-DOC-2025-00164,CP,Prevent nonconformity,tavascan 255/45R20T IK01A SC改善,Reject(Final Approval),Complete,81101843,2025-10-27,2025-11-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00164,Profile,胎面全宽+4mm,1
MANA-DOC-2025-00164,CP,Prevent nonconformity,tavascan 255/45R20T IK01A SC改善,Reject(Final Approval),Complete,81101843,2025-10-27,2025-11-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00164,Profile,胎侧厚度0.2~0.5mm↑,1
MANA-DOC-2025-00163,CP,Prevent nonconformity,tavascan 255/50R19T IK01A SC改善,Reject(Final Approval),Complete,81101843,2025-10-27,2025-11-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00163,Profile,胎面全宽+4，厚度-0.1~0.2mm变更,1
MANA-DOC-2025-00163,CP,Prevent nonconformity,tavascan 255/50R19T IK01A SC改善,Reject(Final Approval),Complete,81101843,2025-10-27,2025-11-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00163,Profile,胎侧厚度-0.1~0.5mm变更,1
MANA-DOC-2025-00162,HP,Prevent nonconformity,215/70R16 RA08 (M_Code 2020194) CCC Marking 追加检讨,Under Verification,On-going,80901110,2025-10-23,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00162,etc,CCC Marking 追加检讨,1
MANA-DOC-2025-00161,null,Improve Productivity,KP TBR BSW Profile 변경 승인 요청,Reject(Final Approval),Complete,21604737,2025-10-22,2026-02-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00161,Profile,DN67416 → DN70254 (Minor Change),1
MANA-DOC-2025-00161,KP,Improve Productivity,KP TBR BSW Profile 변경 승인 요청,Reject(Final Approval),Complete,21604737,2025-10-22,2026-02-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00161,Profile,DN67416 → DN70254 (Minor Change),1
MANA-DOC-2025-00160,HP,Improve Productivity,HP TBR SHW Code 변경 승인 요청,Complete,Complete,21604737,2025-10-22,2025-11-26,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00160,etc,SHW Code 변경 (Minor Change),1
MANA-DOC-2025-00159,KP,Improve Productivity,KP)11R22.5 7규격 C/C Filling Sheet 폭 변경(150mm →170mm),Complete,Complete,21600019,2025-10-17,2025-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00159,etc,C/C Filling Sheet 폭 변경(150mm →170mm),7
MANA-DOC-2025-00158,IP,Prevent nonconformity,"[IP] OE Perodua 1024667 H308 175/60R15H, Request Change Spec Bladder Curing",Reject(Request),Complete,60000518,2025-10-17,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00158,Curing,Bladder spec change for BWB improvement (B55140 to BD0945),1
MANA-DOC-2025-00157,HP,Improve Quality,BYD 4规格Tread胶种：P25 → Z25变更承认邀请,Complete,Complete,81100266,2025-10-17,2025-11-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00157,Compound,T/D胶种变更：P25 → Z25,4
MANA-DOC-2025-00156,JP,Improve Quality,MX11 20inch Foam tire Glue width change  ,Complete,Complete,80501034,2025-10-15,2025-11-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00156,etc,MX11 20inch Foam tire Glue width 7mm→10mm change  （小米静音棉脱落改善决定事项）,1
MANA-DOC-2025-00155,IP,Prevent nonconformity,"[IP] OE Perodua New Bezza 1024667 H308 175/60R15H, Request to change Curing Bladder",Reject(Request),Complete,60000518,2025-10-08,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00155,Curing,Bladder spec change for BWB improvement (B55140 to BD0945),1
MANA-DOC-2025-00152,IP,Improve Productivity,(Renault XJI) Request Cure time change for improve productivity (205/60R16 LK12),Complete,Complete,21200452,2025-09-30,2025-10-01,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00152,etc,Curing Time 1088 → 936 (-152sec),1
MANA-DOC-2025-00151,HP,Improve Productivity,HP TBR S-C/F Width 변경 승인 요청,Reject(Final Approval),Complete,21604737,2025-09-26,2025-11-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00151,etc,S-C/F Width 90mm → 80mm,1
MANA-DOC-2025-00150,KP,Improve Quality,"265/70R17T RF12 K (1034807) KMC 타스만 BS.12 마진 확보 목적 1,2벨트 Step 15mm 개선",Reject(Final Approval),Complete,21500066,2025-09-25,2025-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00150,Belt/JLB Width,"1,2벨트 Step 10 → 15mm 변경(220/210 → 220/205)",1
MANA-DOC-2025-00150,KP,Improve Quality,"265/70R17T RF12 K (1034807) KMC 타스만 BS.12 마진 확보 목적 1,2벨트 Step 15mm 개선",Reject(Final Approval),Complete,21500066,2025-09-25,2025-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00150,etc,"BDC 2345 → 2350, GOC 2434 → 2439 상향",1
MANA-DOC-2025-00149,KP,Facility malfunction,KP TBR - 285/70R19.5 16 AH35(3002717) LB-HK T2→T1 이관 Spec 승인 요청 (생산 Grouping 불충족),Complete,Complete,21600406,2025-09-17,2025-09-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00149,Profile,3축 → 2축 변경(Profile 폭&Ga. 동일),1
MANA-DOC-2025-00148,JP,Improve Productivity,"JP）BYD SA2HRU 1037277 DH→KF 硫化方式扩散 生产线向上 (生产性效果 10,000本/年)",Complete,Complete,81703216,2025-09-16,2025-10-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00148,Curing,硫化方式：60KF871→60KF835,1
MANA-DOC-2025-00147,HP,The others,20”  2规格成型机HS → HM 制作生产承认邀请,Reject(Final Approval),Complete,81100266,2025-09-15,2025-10-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00147,Building Set,20”  2规格成型机HS → HM 制作生产承认邀请,2
MANA-DOC-2025-00146,JP,Improve Productivity,"JP）VW Magotan PA2 1028484 DH→KF硫化方式扩散 硫化生产性向上(生产性效果 34,002本/年)",Complete,Complete,81703216,2025-09-10,2025-09-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00146,Curing,硫化方式变更：60DH978→60KF858,1
MANA-DOC-2025-00143,JP,Improve Productivity,"JP）Beijing Auto N51AB 1032592 DH→KF硫化方式扩散 生产性向上(生产性效果 75,865本/年)",Complete,Complete,81703216,2025-09-09,2025-09-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00143,Curing,硫化方式变更：68DH800→68KF766,1
MANA-DOC-2025-00144,JP,Improve Productivity,"JP）Shanghai VW Tiguan 1032660 DH→KF硫化方式扩散 生产性向上(生产性效果 32,709本/年)",Complete,Complete,81703216,2025-09-09,2025-09-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00144,Curing,硫化方式变更：63DH982→63KF862,1
MANA-DOC-2025-00145,JP,Improve Productivity,JP) Sidewall Compound 간소 S23 → S24 Simplification,Complete,Complete,21602378,2025-09-09,2025-10-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00145,Compound,CQS23 → CQS24,2
MANA-DOC-2025-00142,KP,Prevent nonconformity,KP TBR - 295/80R22.5 16 AH31Z CW 개선을 위한 BSD -3mm 적용 승인 요청 건,Reject(Final Approval),Complete,21600406,2025-09-08,2026-02-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00142,etc,BSD -3mm,1
MANA-DOC-2025-00141,null,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm → 1.7mm & 중하중 Belt 2.2mm → 2.0mm),Complete,Complete,21600019,2025-09-04,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00141,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm → 1.7mm & 중하중 Belt 2.2mm → 2.0mm),1
MANA-DOC-2025-00140,KP,Prevent nonconformity,KP TBR - 11R22.5 14/16 DH37 FMF 개선을 위한 식출유도홈 가공 승인 요청 건,Complete,Complete,21600406,2025-09-04,2025-09-09,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00140,Mold,식출유도홈 가공,2
MANA-DOC-2025-00141,KP,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm → 1.7mm & 중하중 Belt 2.2mm → 2.0mm),Complete,Complete,21600019,2025-09-04,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00141,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm → 1.7mm & 중하중 Belt 2.2mm → 2.0mm),32
MANA-DOC-2025-00138,DP,Improve Productivity,Sidewall 컴파운드 간소화 (DP S22),Reject(Final Approval),Complete,21200075,2025-08-28,2025-12-09,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00138,Compound,CQS22 → CQS24,4
MANA-DOC-2025-00125,MP,Cost Optimization,OE cure code change (VW) - 1027037,Reject(Final Approval),Complete,71607863,2025-08-27,2025-09-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00125,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00127,MP,Cost Optimization,OE cure code change (BMW) - 1028817,Saved,On-going,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00127,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00130,MP,Cost Optimization,OE cure code change (BMW) - 1028810,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00130,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00135,MP,Cost Optimization,OE cure code change (BMW) - 1028810,Reject(Final Approval),Complete,71607863,2025-08-27,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00135,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00136,MP,Cost Optimization,OE cure code change (BMW) - 1027400,Reject(Final Approval),Complete,71607863,2025-08-27,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00136,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00124,KP,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),Reject(Final Approval),Complete,21600019,2025-08-27,2025-09-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00124,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),32
MANA-DOC-2025-00124,CP,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),Reject(Final Approval),Complete,21600019,2025-08-27,2025-09-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00124,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),7
MANA-DOC-2025-00124,HP,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),Reject(Final Approval),Complete,21600019,2025-08-27,2025-09-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00124,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),1
MANA-DOC-2025-00122,JP,Improve Productivity,"JP）BYD SA2HRU 1037277 DH→KF 硫化方式扩散 生产线向上 (生产性效果 9,400本/年)",Reject(Final Approval),Complete,81703216,2025-08-27,2025-09-23,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00122,Curing,硫化方式：60DH991→60KF871,1
MANA-DOC-2025-00128,MP,Cost Optimization,OE cur code change (BMW) - 1028817,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00128,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00132,MP,Cost Optimization,OE cure code change (BMW) - 1027399,Reject(Final Approval),Complete,71607863,2025-08-27,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00132,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00126,MP,Cost Optimization,OE cure code change (BMW) - 1027399,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00126,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00137,MP,Cost Optimization,OE cure code change (BMW) - 1028817,Reject(Final Approval),Complete,71607863,2025-08-27,2025-09-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00137,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00124,null,Cost Optimization,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),Reject(Final Approval),Complete,21600019,2025-08-27,2025-09-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00124,etc,Belt Topping Gauge 최적화(일반 Belt 1.9mm→1.7mm & 중하중 Belt 2.2mm→2.0mm),1
MANA-DOC-2025-00134,MP,Cost Optimization,OE cure code change (Ford) - 1032266,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00134,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00131,MP,Cost Optimization,OE cure code change (Ford) - 1032266,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00131,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00129,MP,Cost Optimization,OE cure code change (BMW) - 1027400,Reject(Request),Complete,71607863,2025-08-27,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00129,Curing,Cure code change from DH to KF,1
MANA-DOC-2025-00121,DP,Prevent nonconformity,1차 I/L 기포 발생 대응을 위한 가류 조건 변경 (HMC Mighty),Complete,Complete,21200031,2025-08-24,2025-10-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00121,Curing,internal 스팀 공급 시간 단축 조건 변경_정규 코드_몰드 온도는 동일,4
MANA-DOC-2025-00120,HP,Cost Optimization,HP TBR #2 I/L Ga. Optimization,Complete,Complete,21604737,2025-08-21,2025-09-09,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00120,I/L,#2 I/L Ga. 2mm Down,1
MANA-DOC-2025-00119,KP,The others,Nissan JP P33A R117.04 유럽인증 각인 변경 ,Complete,Complete,21604493,2025-08-19,2025-08-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00119,Mold,ECE R117.04 certi update,2
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,Curing,BE44AI → BE0345(LP 개선),1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,etc,"BSD 438 → 440 (LP 개선),현실화 완료",1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,etc,"GOC 현실화 : 2180 → 2185, 현실화 완료",1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,I/L,"I/L 폭 상향(450/415 → 460/425), 현실화 완료",1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,Profile,"S/W 2구간 Ga' 상향, 현실화 완료",1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,Profile,"T/D Wing 부 Ga' 상향, 현실화 완료",1
MANA-DOC-2025-00118,KP,Prevent nonconformity,"235/55R18H XL IH01A T(1035616, Tesla Y OPAL 18"") 초도 부적합 개선 요청",Complete,Complete,21500066,2025-08-12,2025-08-19,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00118,I/L,"I/L(H61) Ga' 상향(1.1/0.5  → 1.2/0.5), LP 개선",1
MANA-DOC-2025-00117,JP,Improve Productivity,"JP）BMW U12 1027456 低温转高温 生产性向上(生产性效果 15,593本/年)",Reject(Final Approval),Complete,81703216,2025-08-08,2025-11-25,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00117,Curing,硫化方式变更：63KF806→68KF770,1
MANA-DOC-2025-00116,KP,The others,"EUDR 대응을 위한 Comp'd Code 변경 (EU Deforestation Regulation, EUDR)",Complete,Complete,21601364,2025-08-05,2025-11-04,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00116,Compound,"Cap Tread Comp'd Code 변경 (Code 이원화를 위한 변경 건으로, Code외 변경사항 없음 / 24년 동일목적 Spec변경 승인 이력 4M-2024-00116)",10
MANA-DOC-2025-00115,JP,Improve Quality,JP)Chimney Compound Change(U35→P50) - additional 1 size,Complete,Complete,20600019,2025-07-29,2025-08-07,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2025-00115,Compound,중국 Chimney Crack 개선을 위한 JP)Chimney Compound 변경(U35→P50),1
